Artist Name;Popularity;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;Class
Demob Happy;37.0;0.529;0.743;-6.865;0.091;0.00378;5.46e-06;0.0432;0.616;112.985;10
Dashboard Confessional;43.0;0.51;0.894;-4.264;0.0544;0.00691;5.16e-05;0.0921;0.553;174.033;10
Allman Brothers Band;18.0;0.359;0.678;-7.748;0.0552;0.588;0.00345;0.982;0.774;126.665;10
ERRA;36.0;0.499;0.988;-2.887;0.116;0.00305;1.68e-06;0.373;0.212;104.957;8
Shampoo;43.0;0.796;0.971;-6.339;0.0882;0.025;0.00226;0.32;0.963;133.159;9
Stormzy;74.0;0.817;0.781;-4.178;0.112;0.00838;5.21e-06;0.123;0.359;104.0;9
Jack White;44.0;0.565;0.849;-5.313;0.0926;0.000243;0.00289;0.0631;0.758;123.768;10
Kings of Leon;58.0;0.494;0.637;-6.004;0.0336;0.0789;2.77e-05;0.215;0.175;140.034;6
Backstreet Boys;37.0;0.493;0.867;-4.035;0.0314;0.0522;;0.265;0.229;91.011;9
Flatpocket;45.0;0.613;0.491;-10.315;0.142;0.871;0.175;0.116;0.225;81.327;5
Otherkin;42.0;0.488;0.976;-4.609;0.0621;0.000234;0.000922;0.349;0.381;159.971;10
The Pink Fairies;16.0;0.294;0.931;-6.744;0.113;0.0864;0.0274;0.367;0.573;133.948;2
Badflower;54.0;0.51;0.827;-6.013;0.0419;0.00708;7.27e-05;0.191;0.338;92.92;10
Me & My Toothbrush;43.0;0.926;0.728;-6.103;0.129;0.0679;0.181;0.0716;0.821;120.034;6
Detroit Grand Pubahs;36.0;0.794;0.482;-6.699;0.0532;0.000207;0.518;0.143;0.687;134.001;9
Poison;34.0;0.579;0.975;-2.641;0.0458;0.0106;;0.223;0.571;114.067;8
The Pink Slips;28.0;0.421;0.95;-1.226;0.238;0.000661;0.000429;0.126;0.572;171.949;10
Daron Malakian and Scars On Broadway;50.0;0.532;0.739;-4.066;0.0325;0.0254;4.03e-06;0.0498;0.295;145.031;8
Death Cab for Cutie;57.0;0.608;0.642;-7.978;0.0251;0.17;0.0667;0.166;0.608;87.703;10
Lucille Bogan;34.0;0.539;0.228;-8.234;0.0466;0.992;2.19e-06;0.126;0.518;84.324;2
Nuski2Squad;50.0;0.552;0.698;-4.973;0.249;0.172;;0.313;0.266;68.478;5
Karl Hector & The Malcouns;36.0;0.361;0.91;-7.914;0.0943;0.0338;0.648;0.122;0.305;108.168;6
The Cold Stares;41.0;0.443;0.888;-3.333;0.0714;0.00071;4.91e-06;0.303;0.637;162.067;10
At The Drive In;34.0;0.369;0.987;-2.517;0.219;0.00596;0.000923;0.368;0.232;130.214;10
Cedric Burnside;38.0;0.629;0.23;-12.813;0.0385;0.585;0.000118;0.138;0.539;138.566;2
Pixey;42.0;0.553;0.74;-5.54;0.0363;0.0987;;0.134;0.656;115.957;6
Big Zuu;44.0;0.67;0.649;-8.382;0.303;0.02;;0.111;0.203;105.251;5
Barracuda Sound;42.0;0.595;0.121;-19.476;0.069;0.966;0.917;0.103;0.384;115.258;7
Imanbek;27.0;0.656;0.863;-2.698;0.0518;0.203;2.64e-06;0.119;0.696;105.038;9
Dead Pony;37.0;0.508;0.89;-6.592;0.0687;3.43e-05;0.00133;0.319;0.661;160.084;1
Curtis Waters;43.0;0.717;0.866;-3.662;0.0474;0.248;;0.385;0.734;154.889;1
Bachman-Turner Overdrive;29.0;0.64;0.459;-13.294;0.0355;0.0282;0.297;0.197;0.769;122.82;2
Goldfinger;64.0;0.285;0.843;-7.318;0.129;0.00103;0.00037;0.327;0.282;97.051;10
Dead Vibrations;32.0;0.342;0.926;-5.338;0.0384;2.18e-05;0.871;0.155;0.425;129.446;10
Soulja Boy;74.0;0.941;0.471;-13.087;0.494;0.0308;0.00838;0.0837;0.487;119.898;9
Patricia Brennan;28.0;0.27;0.0118;-28.505;0.0408;0.993;0.94;0.108;0.0363;69.334;6
Immortal;38.0;0.11;0.969;-5.858;0.124;3.21e-06;0.779;0.151;0.17;79.762;8
Kings of Leon;66.0;0.398;0.768;-4.624;0.0392;0.469;2.02e-05;0.106;0.235;108.685;10
Slow Pulp;39.0;0.581;0.432;-7.305;0.0262;0.461;0.00127;0.0972;0.253;140.062;1
Post Animal;39.0;0.274;0.719;-6.072;0.053;0.121;;0.116;0.494;153.714;1
Westlife;37.0;0.916;0.501;-5.023;0.0494;0.315;;0.0873;0.89;103.049;9
Otherwise;64.0;0.592;0.877;-4.05;0.0502;0.0095;0.000171;0.131;0.712;117.106;10
Ozzy Osbourne;69.0;0.282;0.656;-6.557;0.0302;0.0105;;0.0892;0.242;139.352;10
</body>;29.0;0.629;0.893;-7.577;0.0653;0.000344;0.828;0.0531;0.788;94.968;6
Lil Poppa;52.0;0.758;0.631;-6.645;0.43;0.13;;0.164;0.25;139.925;5
Kanishk Seth;24.0;0.499;0.544;-12.079;0.0383;0.76;0.837;0.103;0.182;120.019;0
Rodney Atkins;62.0;0.558;0.896;-3.687;0.0545;0.0316;;0.528;0.63;90.064;4
Bessie Smith;36.0;0.653;0.0442;-12.269;0.0371;0.993;;0.131;0.346;71.434;2
GAUPA;38.0;0.39;0.899;-3.57;0.0469;0.000267;0.074;0.0472;0.244;132.421;8
Circa Waves;28.0;0.444;0.845;-4.586;0.0424;0.000731;0.0552;0.364;0.636;87.963;10
Gojira;48.0;0.395;0.962;-4.568;0.0783;1.36e-05;0.0831;0.176;0.0681;136.839;8
The Collective;56.0;0.567;0.0839;-21.322;0.0368;0.966;0.904;0.144;0.0777;118.54;7
Shemekia Copeland;39.0;0.6;0.489;-6.775;0.0307;0.13;9.57e-05;0.119;0.365;121.961;2
Ed Sheeran;81.0;0.641;0.324;-5.851;0.0299;0.698;;0.328;0.273;110.184;0
AHI;58.0;0.393;0.558;-9.429;0.0475;0.603;4.85e-05;0.108;0.336;112.64;9
Hellhammer;33.0;0.173;0.872;-10.796;0.0363;0.000602;0.794;0.212;0.492;164.09;8
...And Oceans;23.0;0.171;0.713;-9.328;0.0613;2.51e-06;0.097;0.0471;0.234;116.29;8
Timeflies;54.0;0.636;0.355;-7.047;0.0665;0.794;;0.374;0.738;99.295;0
Radiohead;44.0;0.515;0.491;-11.1;0.0274;0.869;0.564;0.0977;0.223;146.908;1
Municipal Waste;50.0;0.26;0.998;-2.844;0.16;0.000728;0.0187;0.141;0.447;194.788;8
New West;56.0;0.373;0.644;-6.032;0.0277;0.346;;0.387;0.436;172.045;6
Joywave;59.0;0.673;0.716;-4.982;0.0291;0.088;0.00256;0.209;0.727;97.925;1
Curses;35.0;0.534;0.849;-3.931;0.0638;0.00208;5.37e-06;0.137;0.575;114.896;8
Studio Killers;75.0;0.668;0.798;-5.701;0.0334;0.00305;0.0144;0.277;0.575;133.928;9
Resentment;40.0;0.554;0.122;-12.692;0.0614;0.883;;0.107;0.381;166.355;0
Julia Holter;40.0;0.238;0.225;-12.986;0.0322;0.807;0.787;0.122;0.0366;63.633;6
young friend;58.0;0.777;0.465;-10.55;0.0501;0.621;;0.0932;0.757;113.003;6
Moon Taxi;50.0;0.553;0.595;-6.834;0.0549;0.0126;;0.112;0.619;160.019;6
Samantha Fish;26.0;0.725;0.436;-9.649;0.026;0.506;0.00227;0.077;0.676;100.12;2
Polo G;96.0;0.789;0.536;-6.862;0.242;0.41;;0.129;0.437;81.039;9
pizzagirl;36.0;0.603;0.724;-6.843;0.0265;0.00135;1.02e-05;0.184;0.387;129.984;1
Justin Morgan;56.0;0.717;0.292;-11.542;0.0733;0.796;;0.126;0.502;140.157;9
Volbeat;55.0;0.429;0.991;-4.824;0.0874;6.29e-06;0.0141;0.0389;0.607;137.928;8
Champion Jack Dupree;50.0;0.779;0.155;-21.57;0.112;0.856;7.82e-06;0.0974;0.696;103.251;2
Holy Fawn;43.0;0.304;0.583;-5.313;0.061;0.052;0.185;0.179;0.0764;105.929;6
Daze of June;39.0;0.473;0.985;-3.312;0.132;8.91e-05;6.48e-05;0.13;0.082;125.003;10
Anson Seabra;70.0;0.598;0.444;-8.683;0.0327;0.68;1.94e-05;0.142;0.286;113.919;9
Bush;46.0;0.517;0.753;-5.242;0.036;0.0204;0.000557;0.0575;0.121;117.044;10
Westlife;41.0;0.549;0.711;-5.025;0.187;0.0563;;0.0607;0.32;187.932;9
The Bohicas;35.0;0.44;0.922;-5.381;0.0596;6.23e-05;0.158;0.229;0.694;173.016;10
2 Chainz;55.0;0.934;0.65;-6.065;0.0698;0.13;;0.0902;0.649;135.869;5
Slipknot;70.0;0.382;0.996;-4.119;0.104;0.00208;;0.417;0.327;93.345;10
New Bleach;23.0;0.357;0.412;-12.903;0.0451;0.808;0.838;0.105;0.206;178.23;6
Immortal;41.0;0.317;0.99;-6.162;0.154;0.0272;0.651;0.224;0.0336;137.196;8
EMF;63.0;0.636;0.848;-6.854;0.0362;0.000339;0.0402;0.141;0.934;104.073;10
Resolve;41.0;0.304;0.994;-1.446;0.246;1.46e-05;0.642;0.12;0.147;89.879;8
The Receiving End Of Sirens;33.0;0.457;0.869;-6.663;0.0401;0.000496;0.000443;0.399;0.181;146.024;10
AmPm;44.0;0.709;0.729;-6.452;0.0321;0.0135;0.00022;0.0532;0.719;122.991;9
The Kooks;71.0;0.41;0.803;-5.363;0.0623;0.239;;0.103;0.814;153.315;10
"Andrew ""Jr Boy"" Jones";39.0;0.658;0.569;-5.574;0.0302;0.195;1.22e-05;0.281;0.454;119.949;2
L7;36.0;0.393;0.878;-2.553;0.0908;0.00316;3.72e-05;0.298;0.4;142.997;10
Kishore Kumar;16.0;0.305;0.044;-16.577;0.0367;0.932;0.000103;0.151;0.219;92.074;3
Lowlands;51.0;0.421;0.192;-11.996;0.0315;0.973;0.000111;0.0948;0.256;140.963;0
Lou Reed;74.0;0.575;0.318;-16.729;0.109;0.683;0.000202;0.0934;0.385;104.522;10
Pattern-Seeking Animals;24.0;0.258;0.741;-6.256;0.0361;0.0546;0.000194;0.0667;0.283;162.026;10
The Regrettes;45.0;0.606;0.704;-4.615;0.0519;0.0292;6.79e-06;0.105;0.686;106.96;6
British Lion;33.0;0.25;0.946;-3.712;0.136;0.00963;0.000805;0.289;0.349;160.878;8
Mendel;33.0;0.253;0.951;-6.251;0.0968;0.000862;0.419;0.282;0.183;114.999;8
Novelists FR;54.0;0.331;0.917;-5.0;0.105;8.13e-05;0.00957;0.191;0.347;147.873;10
Everclear;64.0;0.568;0.94;-5.401;0.0411;0.000431;4.96e-05;0.0779;0.738;97.096;9
Overkill;47.0;0.324;0.977;-4.963;0.0913;3.24e-05;0.0101;0.0888;0.438;198.97;8
The Raconteurs;50.0;0.391;0.791;-5.964;0.0552;0.0232;0.295;0.124;0.582;131.09;10
Steven Wilson;41.0;0.749;0.463;-10.398;0.0545;0.21;3.43e-06;0.142;0.662;125.023;10
Sid Vicious;43.0;0.236;0.823;-7.165;0.0863;0.699;0.643;0.364;0.259;175.38;1
Superbloom;36.0;0.385;0.972;-3.816;0.0648;0.000193;0.000413;0.302;0.398;141.041;6
U2;56.0;0.373;0.681;-9.055;0.0296;0.0116;0.000827;0.0905;0.34;98.7;10
Slayer;51.0;0.332;0.988;-4.111;0.146;7.65e-05;0.0126;0.055;0.097;98.878;8
Country Joe & The Fish;27.0;0.331;0.808;-9.89;0.0686;0.115;2.52e-05;0.876;0.641;117.038;10
Muse;73.0;0.55;0.874;-4.046;0.0321;0.000436;1.02e-05;0.206;0.318;121.61;10
SPIRIT OF THE BEEHIVE;47.0;0.266;0.66;-10.854;0.135;0.0629;0.514;0.437;0.358;83.02;1
Onslaught;25.0;0.426;0.95;-7.524;0.1;1.34e-05;0.131;0.78;0.261;93.997;8
Jellyfish in Space;29.0;0.831;0.276;-12.188;0.0721;0.324;0.257;0.112;0.0686;119.991;6
KAWALA;48.0;0.675;0.795;-6.441;0.0323;0.0647;0.00294;0.154;0.905;117.959;6
Manntra;44.0;0.592;0.994;-3.62;0.0807;4.57e-05;0.0032;0.215;0.153;110.009;8
Metallica;73.0;0.54;0.584;-9.579;0.0254;0.0108;0.00296;0.253;0.244;139.261;10
The Black Keys;74.0;0.356;0.872;-7.837;0.068;0.00417;0.00975;0.0997;0.607;166.3;10
The Jesus and Mary Chain;64.0;0.341;0.552;-10.503;0.0423;8.02e-05;0.616;0.0591;0.486;121.361;10
Bladee;63.0;0.725;0.659;-5.45;0.146;0.0908;;0.124;0.637;74.95;10
Deno;55.0;0.835;0.676;-5.453;0.138;0.0948;;0.0586;0.566;141.994;5
Gleemer;48.0;0.567;0.539;-8.745;0.0333;0.00458;0.406;0.109;0.372;81.989;10
The Luka State;44.0;0.35;0.846;-8.265;0.0657;1.57e-05;0.000639;0.333;0.737;178.031;1
Gucci Mane;73.0;0.913;0.573;-9.05;0.379;0.0202;;0.236;0.626;145.011;5
The Streets;56.0;0.599;0.701;-5.718;0.568;0.315;;0.102;0.669;133.046;5
Don Williams;46.0;0.877;0.489;-15.244;0.0385;0.493;8.05e-06;0.0611;0.929;103.886;4
Robin Trower;29.0;0.364;0.497;-12.402;0.0426;0.0124;0.000195;0.0741;0.37;136.595;2
Evalyn;14.0;0.425;0.386;-9.741;0.0357;0.693;0.000573;0.108;0.137;138.82;9
Bernard Allison;30.0;0.581;0.752;-9.183;0.065;0.081;0.304;0.93;0.627;111.91;10
King Crimson;48.0;0.271;0.481;-9.979;0.037;0.106;0.465;0.153;0.121;117.925;10
Claudio Van Hoven;45.0;0.53;0.113;-19.022;0.0647;0.994;0.942;0.108;0.188;84.797;7
The J. Geils Band;22.0;0.599;0.721;-7.565;0.0421;0.283;0.261;0.118;0.78;131.103;2
Major Murphy;43.0;0.533;0.876;-5.452;0.0311;0.000754;0.178;0.0823;0.606;101.011;1
REYN;29.0;0.395;0.0163;-20.892;0.0608;0.984;0.942;0.111;0.193;72.217;1
Still Woozy;70.0;0.743;0.49;-10.845;0.0377;0.307;0.0393;0.108;0.394;120.028;6
Jonas Brothers;75.0;0.795;0.496;-5.883;0.0722;0.108;;0.0645;0.874;94.01;9
Royal Blood;49.0;0.48;0.867;-6.24;0.12;0.0231;0.0169;0.555;0.593;151.074;10
Otherkin;32.0;0.413;0.862;-4.118;0.0362;7.5e-06;0.145;0.0932;0.547;91.017;10
Sjowgren;53.0;0.673;0.739;-7.529;0.0266;0.0115;0.0162;0.371;0.961;111.968;6
The Dirtbombs;24.0;0.581;0.996;-4.175;0.0534;0.356;0.0391;0.411;0.419;153.145;2
Kano;53.0;0.468;0.779;-6.625;0.382;0.085;0.000235;0.553;0.735;84.458;5
HUGEL;49.0;0.794;0.695;-5.998;0.0451;0.185;4.39e-06;0.0796;0.695;123.018;9
Pappo's Blues;34.0;0.786;0.474;-7.051;0.0341;0.479;0.000359;0.14;0.607;98.506;2
Blur;76.0;0.674;0.789;-6.903;0.0676;0.00178;0.0071;0.0754;0.918;129.804;10
Ronnie Atkins;34.0;0.465;0.979;-7.443;0.0575;1.08e-05;2.22e-06;0.0917;0.433;137.029;10
Bratty;53.0;0.594;0.681;-8.67;0.038;0.0548;0.19;0.0786;0.65;76.972;6
Beastie Boys;73.0;0.324;0.938;-7.332;0.102;0.032;0.0321;0.0961;0.543;168.131;1
Ben Kweller;42.0;0.692;0.488;-7.007;0.0341;0.00516;;0.113;0.291;144.06;6
Andrew Bird;43.0;0.519;0.386;-8.065;0.0431;0.786;0.00176;0.0757;0.292;155.328;1
Geoffrey O'Connor;21.0;0.631;0.774;-6.845;0.0262;0.126;0.000344;0.179;0.517;119.989;6
Swamp Dogg;40.0;0.84;0.405;-11.714;0.16;0.336;0.0347;0.111;0.814;90.036;9
Cold Years;22.0;0.415;0.941;-4.3;0.0524;0.00181;3.56e-06;0.337;0.572;167.978;10
Nitin Sawhney;42.0;0.413;0.148;-16.149;0.0412;0.974;0.623;0.0952;0.459;59.584;6
Haken;44.0;0.429;0.971;-4.954;0.0854;0.00135;0.00804;0.108;0.261;186.02;8
Queen;44.0;0.574;0.478;-9.842;0.031;0.211;;0.243;0.211;80.8;10
Sparklehorse;47.0;0.787;0.132;-16.174;0.0343;0.363;0.794;0.223;0.0933;104.928;6
City Girls;62.0;0.885;0.592;-6.06;0.303;0.00094;9.04e-05;0.081;0.672;159.996;5
Tired Violence;30.0;0.462;0.9;-7.393;0.051;0.00158;0.000199;0.376;0.609;155.033;10
Levi Conner;34.0;0.392;0.669;-5.445;0.031;0.019;6.59e-06;0.0534;0.512;160.014;10
Fleetwood Mac;36.0;0.652;0.373;-13.994;0.0272;0.569;0.00263;0.312;0.457;92.234;10
Loretta Lynn;58.0;0.604;0.354;-14.07;0.0313;0.836;0.00474;0.103;0.635;137.349;4
Cross My Heart;22.0;0.516;0.834;-5.704;0.0372;3.04e-05;0.0312;0.152;0.564;117.65;10
Salt-N-Pepa;68.0;0.913;0.596;-12.477;0.0707;0.00658;0.00349;0.078;0.973;127.215;5
From Autumn To Ashes;46.0;0.444;0.971;-2.238;0.146;0.000322;;0.0533;0.542;89.706;10
Seether;62.0;0.599;0.901;-4.842;0.071;0.000766;0.0154;0.0597;0.536;100.995;10
Amusement Parks On Fire;31.0;0.282;0.813;-3.261;0.0503;5.31e-06;;0.499;0.387;70.994;10
Kishore Kumar;28.0;0.409;0.825;-9.606;0.0743;0.882;0.00179;0.207;0.576;137.967;3
Cam;43.0;0.503;0.431;-8.171;0.0366;0.275;2.4e-05;0.108;0.176;163.728;1
The Kinks;57.0;0.468;0.839;-7.39;0.0365;0.459;0.461;0.151;0.935;151.842;1
S. P. Balasubrahmanyam;36.0;0.392;0.443;-14.144;0.111;0.224;2.16e-05;0.144;0.355;81.338;3
Missy Elliott;53.0;0.874;0.498;-9.108;0.233;0.00791;0.00375;0.102;0.599;81.997;5
LANCO;69.0;0.669;0.617;-8.72;0.057;0.401;;0.119;0.621;147.992;4
Grandmaster Flash;51.0;0.844;0.522;-13.277;0.0874;0.0846;3.24e-05;0.0729;0.771;115.267;5
Albert King;50.0;0.84;0.412;-14.23;0.056;0.0217;0.784;0.041;0.963;122.807;2
Jeremy Leone;33.0;0.46;0.653;-10.412;0.072;0.305;2.17e-06;0.0905;0.408;168.138;9
Patient Sixty-Seven;33.0;0.431;0.887;-3.285;0.0764;0.0929;;0.113;0.251;145.098;8
Arctic Monkeys;63.0;0.454;0.778;-4.225;0.0449;0.00998;;0.0427;0.704;127.158;10
Crawly;45.0;0.7;0.373;-10.277;0.03;0.174;6.08e-06;0.179;0.329;107.082;5
YoungBoy Never Broke Again;69.0;0.633;0.534;-8.605;0.229;0.0524;;0.189;0.29;155.111;5
Steve Harley;64.0;0.571;0.818;-8.277;0.0337;0.00706;0.000177;0.0877;0.773;141.463;6
Terry vs. Tori;27.0;0.46;0.727;-8.336;0.0299;8.29e-05;0.79;0.121;0.807;145.015;6
Alfie Templeman;61.0;0.691;0.854;-4.542;0.068;0.00181;0.00762;0.333;0.833;124.005;9
Lil Tjay;89.0;0.907;0.393;-7.636;0.0539;0.451;1.35e-06;0.135;0.202;104.949;9
Sunglasses For Jaws;21.0;0.692;0.779;-6.87;0.0455;0.0883;0.00601;0.091;0.654;108.996;6
MARINA;82.0;0.495;0.856;-5.123;0.0311;0.000219;;0.103;0.609;158.024;9
LP;32.0;0.479;0.761;-7.94;0.0501;0.0986;4.32e-06;0.133;0.443;111.7;10
The California Honeydrops;41.0;0.616;0.728;-6.623;0.165;0.2;4.83e-05;0.0731;0.773;171.982;2
The Shins;52.0;0.575;0.309;-12.976;0.0413;0.854;0.124;0.0882;0.153;118.855;6
Queen Latifah;42.0;0.846;0.795;-9.984;0.28;0.0572;;0.307;0.874;107.319;5
Angel Olsen;52.0;0.433;0.688;-7.378;0.0376;0.00302;0.00195;0.153;0.232;105.018;6
Vory;49.0;0.622;0.509;-8.489;0.0983;0.382;6.96e-06;0.122;0.0788;91.9;5
Pillow Queens;45.0;0.319;0.771;-5.824;0.0456;0.000142;0.00324;0.0996;0.187;97.959;1
Overmono;38.0;0.829;0.408;-16.117;0.125;0.811;0.658;0.107;0.406;132.976;1
Circle of Dust;42.0;0.587;0.923;-4.205;0.189;0.00074;0.000172;0.447;0.571;134.051;8
Bob Seger;56.0;0.615;0.563;-7.585;0.0254;0.283;0.00118;0.117;0.547;105.772;10
The Treatment;32.0;0.532;0.839;-6.563;0.0351;6.86e-05;0.000409;0.0661;0.641;133.997;10
Blossoms;39.0;0.614;0.39;-11.028;0.0371;0.797;;0.106;0.237;125.04;6
Betty Davis;41.0;0.715;0.616;-10.124;0.111;0.504;0.0372;0.611;0.901;93.421;10
Type O Negative;58.0;0.474;0.977;-8.651;0.15;0.024;0.604;0.0931;0.0449;100.557;8
Gerry Cinnamon;65.0;0.638;0.699;-6.736;0.0304;0.0214;;0.0739;0.959;149.992;6
Blondes;33.0;0.569;0.913;-3.237;0.0335;0.000905;0.00945;0.123;0.713;144.017;10
Golden Vessel;49.0;0.71;0.486;-11.482;0.266;0.282;0.0587;0.15;0.422;124.009;6
Erol Alkan;40.0;0.34;0.533;-12.554;0.034;0.939;0.852;0.156;0.121;128.918;1
Tom Ashbrook;42.0;0.3;0.194;-19.867;0.038;0.949;0.95;0.139;0.0887;172.835;1
Asquith;19.0;0.45;0.992;-6.055;0.116;0.000253;0.916;0.475;0.848;147.941;1
Freddie King;52.0;0.678;0.612;-9.764;0.0339;0.101;0.318;0.164;0.857;118.381;2
Theory of a Deadman;71.0;0.639;0.71;-7.445;0.0275;0.0133;;0.118;0.378;119.989;10
Joel Corry;89.0;0.671;0.782;-4.593;0.0341;0.0142;0.00221;0.333;0.618;123.989;9
Type O Negative;38.0;0.267;0.936;-6.517;0.134;0.00681;0.253;0.721;0.113;133.286;8
Lynn Anderson;60.0;0.589;0.501;-11.665;0.031;0.168;;0.0741;0.969;131.064;4
Almighty Mighty;27.0;0.185;0.75;-7.022;0.0354;0.0542;0.119;0.156;0.196;92.839;6
Paul McCartney;48.0;0.388;0.41;-13.285;0.0565;0.229;0.00027;0.221;0.223;154.24;10
Teenage Wrist;39.0;0.28;0.921;-2.581;0.067;8,00E-05;0.396;0.312;0.223;140.031;10
Shed Seven;48.0;0.353;0.808;-4.849;0.0358;0.0175;0.476;0.0991;0.426;96.142;6
Las Penas;47.0;0.475;0.197;-14.956;0.0643;0.985;0.925;0.111;0.274;78.128;7
Mountain;21.0;0.446;0.889;-5.464;0.136;0.273;0.239;0.411;0.767;91.983;10
Tennis;46.0;0.531;0.831;-6.179;0.0412;0.0886;0.00266;0.106;0.667;157.266;6
Blake Shelton;64.0;0.481;0.849;-5.131;0.0385;0.00167;1.49e-06;0.121;0.723;205.57;4
Jack Miller;22.0;0.709;0.455;-11.117;0.0285;0.0834;;0.0944;0.731;90.002;9
Judas Priest;66.0;0.435;0.987;-4.667;0.16;0.000195;0.0847;0.268;0.101;103.16;8
Phora;56.0;0.642;0.4;-10.529;0.407;0.792;4.54e-06;0.381;0.357;54.718;5
Flyying Colours;16.0;0.225;0.865;-6.572;0.0919;4.91e-06;0.125;0.579;0.197;99.368;10
Calum Scott;45.0;0.537;0.27;-7.003;0.0375;0.941;;0.0892;0.363;122.655;0
Garbage;54.0;0.557;0.762;-7.487;0.0323;0.000751;0.0406;0.43;0.514;113.888;10
The Picturebooks;36.0;0.372;0.599;-5.015;0.0336;0.126;0.00396;0.123;0.16;67.356;10
Lawrence Hart;40.0;0.641;0.677;-9.002;0.0462;0.0813;0.826;0.111;0.0708;122.992;6
Dave Matthews Band;39.0;0.698;0.46;-8.697;0.0822;0.741;1.45e-05;0.135;0.383;102.041;10
beachtown;30.0;0.55;0.645;-8.683;0.0484;0.734;0.111;0.166;0.262;79.013;6
Stone Foundation;36.0;0.511;0.455;-7.71;0.0284;0.54;7.39e-06;0.0957;0.857;171.125;9
Bade Ghulam Ali Khan;12.0;0.358;0.448;-17.377;0.0504;0.991;0.936;0.293;0.636;68.718;3
Meet Me in St. Louis;21.0;0.268;0.692;-9.793;0.106;0.000381;;0.172;0.359;85.836;10
The Dead Daisies;40.0;0.491;0.961;-5.361;0.259;9.58e-05;9.79e-05;0.335;0.5;102.022;8
Cigar Cigarette;60.0;0.378;0.533;-8.843;0.0279;0.479;0.508;0.131;0.285;75.927;6
Billy F Gibbons;39.0;0.527;0.896;-4.552;0.0346;0.00772;0.000245;0.587;0.547;88.064;8
Eric Bibb;41.0;0.636;0.495;-9.428;0.0395;0.0456;0.0823;0.106;0.536;108.23;2
Creedence Clearwater Revival;38.0;0.33;0.922;-6.189;0.0609;0.0156;0.03;0.839;0.64;112.907;10
Eloy;40.0;0.164;0.594;-11.36;0.0352;0.00228;0.398;0.136;0.198;82.122;10
Arcade Fire;48.0;0.573;0.642;-7.239;0.0279;0.0734;0.0232;0.105;0.49;120.753;6
Lavinia Meijer;39.0;0.246;0.0833;-25.533;0.0488;0.992;0.915;0.0883;0.161;92.413;7
Seckou Keita;27.0;0.342;0.213;-17.861;0.0355;0.935;0.907;0.103;0.365;139.797;7
The Smashing Pumpkins;52.0;0.671;0.876;-6.991;0.0277;2.5e-05;0.0241;0.0857;0.504;127.0;10
Otis Rush;50.0;0.566;0.424;-8.689;0.0392;0.669;0.00456;0.175;0.431;105.768;2
Carnifex;35.0;0.289;0.899;-4.907;0.104;1.21e-05;0.899;0.746;0.0642;120.032;8
Rascal Flatts;65.0;0.611;0.8;-5.61;0.0377;0.257;;0.194;0.527;89.974;4
Winona Oak;58.0;0.384;0.513;-8.664;0.0567;0.725;2.92e-05;0.131;0.265;104.878;9
Age Is a Box;10.0;0.74;0.491;-8.905;0.0458;0.12;0.581;0.148;0.221;120.019;6
Mohammed Aziz;14.0;0.626;0.688;-11.12;0.0496;0.0983;;0.0326;0.925;88.034;3
Faith No More;59.0;0.669;0.656;-10.549;0.0413;0.00113;0.000252;0.0989;0.464;108.098;10
Frameworks;39.0;0.733;0.726;-9.894;0.0366;0.278;0.83;0.173;0.0823;117.991;9
Foals;51.0;0.525;0.976;-2.023;0.0479;0.0662;0.000392;0.0804;0.855;138.984;1
Khruangbin;59.0;0.504;0.323;-12.442;0.0481;0.382;0.835;0.373;0.453;79.654;1
Columbus;34.0;0.51;0.833;-5.528;0.0449;0.000966;0.000104;0.127;0.44;152.952;10
Daniel Avery;41.0;0.512;0.883;-8.808;0.0323;0.0133;0.901;0.106;0.452;135.957;6
Brand of Sacrifice;44.0;0.484;0.987;-4.621;0.182;0.000212;;0.338;0.195;125.032;8
Mark Roswell Trio;54.0;0.537;0.132;-18.58;0.0363;0.96;0.864;0.144;0.119;119.394;7
T. Rex;54.0;0.426;0.954;-6.121;0.0474;0.00144;;0.149;0.721;135.302;10
Arcade Fire;58.0;0.282;0.932;-4.701;0.0387;0.12;0.0335;0.0692;0.536;190.08;6
The Walkmen;51.0;0.368;0.905;-6.346;0.0577;0.000105;0.152;0.144;0.49;157.976;10
Allister;45.0;0.54;0.912;-4.662;0.0855;0.00315;;0.124;0.828;96.958;10
Joanna Connor;34.0;0.581;0.833;-7.904;0.0577;0.00757;0.045;0.367;0.154;119.949;2
IDLES;50.0;0.24;0.956;-3.335;0.07;3.39e-05;0.000752;0.0579;0.205;93.486;1
Gama Bomb;23.0;0.576;0.974;-4.244;0.12;0.00127;0.00434;0.116;0.343;106.472;8
The Beatles;73.0;0.688;0.435;-11.359;0.0323;0.449;;0.113;0.435;103.239;10
Sponge;55.0;0.412;0.88;-9.001;0.045;0.00252;4.39e-05;0.09;0.234;105.241;10
Jack Larsen;52.0;0.433;0.713;-8.288;0.0345;0.0157;;0.137;0.447;82.47;6
Stephen Puth;56.0;0.696;0.188;-14.328;0.0324;0.793;;0.0986;0.713;106.433;9
Maroon 5;87.0;0.764;0.32;-7.209;0.0546;0.837;;0.0822;0.575;91.019;9
